origen_aseguradora,id_original,marca,modelo_version_completo,anio,version_corta,transmision,activo
MAPFRE,132,AUDI,A3 SPORTBACK 3.2 V6 MAN QUATTRO,2008,SPORTBACK 3.2 V6 MAN QUATTRO,,1
MAPFRE,126,AUDI,A3 SPORTBACK 3.2 V6 STD,2005,SPORTBACK 3.2 V6 STD,MANUAL,1
MAPFRE,126,AUDI,A3 SPORTBACK 3.2 V6 STD,2006,SPORTBACK 3.2 V6 STD,MANUAL,1
MAPFRE,173,AUDI,A3 SPORTBACK AMB.OPEN SKY TIPT,2005,SPORTBACK AMB.OPEN SKY TIPT,,1
MAPFRE,173,AUDI,A3 SPORTBACK AMB.OPEN SKY TIPT,2006,SPORTBACK AMB.OPEN SKY TIPT,,1
MAPFRE,137,AUDI,A3 SPORTBACK AMBIENTE 2.0 AUT 5P,2007,SPORTBACK AMBIENTE 2.0 AUT 5P,AUTO,1
MAPFRE,118,AUDI,A3 SPORTBACK AMBIENTE 2.0 STD 5P,2005,SPORTBACK AMBIENTE 2.0 STD 5P,MANUAL,1
MAPFRE,118,AUDI,A3 SPORTBACK AMBIENTE 2.0 STD 5P,2006,SPORTBACK AMBIENTE 2.0 STD 5P,MANUAL,1
MAPFRE,172,AUDI,A3 SPORTBACK AMBIENTE O.S.STD,2005,SPORTBACK AMBIENTE O.S.STD,MANUAL,1
MAPFRE,172,AUDI,A3 SPORTBACK AMBIENTE O.S.STD,2006,SPORTBACK AMBIENTE O.S.STD,MANUAL,1
MAPFRE,172,AUDI,A3 SPORTBACK AMBIENTE O.S.STD,2007,SPORTBACK AMBIENTE O.S.STD,,1
MAPFRE,266,AUDI,A3 SPORTBACK AMBIENTE TURBO,2007,SPORTBACK AMBIENTE TURBO,,1
MAPFRE,266,AUDI,A3 SPORTBACK AMBIENTE TURBO,2008,SPORTBACK AMBIENTE TURBO,,1
MAPFRE,266,AUDI,A3 SPORTBACK AMBIENTE TURBO,2009,SPORTBACK AMBIENTE TURBO,,1
MAPFRE,119,AUDI,A3 SPORTBACK AMBTE TRICTRONIC 2.05P,2005,SPORTBACK AMBTE TRICTRONIC 2.05P,AUTO,1
MAPFRE,119,AUDI,A3 SPORTBACK AMBTE TRICTRONIC 2.05P,2006,SPORTBACK AMBTE TRICTRONIC 2.05P,AUTO,1
MAPFRE,267,AUDI,A3 SPORTBACK AMBTE TURBO STRON,2007,SPORTBACK AMBTE TURBO STRON,,1
MAPFRE,175,AUDI,A3 SPORTBACK ATT. O.S.  TIPTRO,2005,SPORTBACK A. O.S.  TIPTRO,,1
MAPFRE,175,AUDI,A3 SPORTBACK ATT. O.S.  TIPTRO,2006,SPORTBACK A. O.S.  TIPTRO,,1
MAPFRE,175,AUDI,A3 SPORTBACK ATT. O.S. TIPTRO,2005,SPORTBACK A. O.S. TIPTRO,AUTO,1
MAPFRE,175,AUDI,A3 SPORTBACK ATT. O.S. TIPTRO,2006,SPORTBACK A. O.S. TIPTRO,AUTO,1
MAPFRE,174,AUDI,A3 SPORTBACK ATTRACT. O.S. STD,2005,SPORTBACK ARACT. O.S. STD,MANUAL,1
MAPFRE,174,AUDI,A3 SPORTBACK ATTRACT. O.S. STD,2006,SPORTBACK ARACT. O.S. STD,MANUAL,1
MAPFRE,221,AUDI,A3 SPORTBACK ATTRACTION  TIPT,2005,SPORTBACK   TIPT,,1
MAPFRE,221,AUDI,A3 SPORTBACK ATTRACTION  TIPT,2006,SPORTBACK   TIPT,,1
MAPFRE,126,AUDI,A3 SPORTBACK ATTRACTION 1.8  TURBO AUT,2008,SPORTBACK  1.8  TURBO AUT,AUTO,1
MAPFRE,138,AUDI,A3 SPORTBACK ATTRACTION 1.8  TURBO MAN,2007,SPORTBACK  1.8  TURBO MAN,AUTO,1
MAPFRE,127,AUDI,A3 SPORTBACK ATTRACTION 1.8  TURBO MAN,2008,SPORTBACK  1.8  TURBO MAN,AUTO,1
MAPFRE,124,AUDI,A3 SPORTBACK ATTRACTION 2.0 DSG,2005,SPORTBACK  2.0 DSG,,1
MAPFRE,124,AUDI,A3 SPORTBACK ATTRACTION 2.0 DSG,2006,SPORTBACK  2.0 DSG,,1
MAPFRE,120,AUDI,A3 SPORTBACK ATTRACTION 2.0 STD 5P,2005,SPORTBACK  2.0 STD 5P,MANUAL,1
MAPFRE,120,AUDI,A3 SPORTBACK ATTRACTION 2.0 STD 5P,2006,SPORTBACK  2.0 STD 5P,MANUAL,1
MAPFRE,139,AUDI,A3 SPORTBACK ATTRACTION PLUS 1.8 TURBO AUT,2007,SPORTBACK  PLUS 1.8 TURBO AUT,AUTO,1
MAPFRE,128,AUDI,A3 SPORTBACK ATTRACTION PLUS 1.8 TURBO AUT,2008,SPORTBACK  PLUS 1.8 TURBO AUT,AUTO,1
MAPFRE,140,AUDI,A3 SPORTBACK ATTRACTION PLUS 1.8 TURBO MAN,2007,SPORTBACK  PLUS 1.8 TURBO MAN,AUTO,1
MAPFRE,129,AUDI,A3 SPORTBACK ATTRACTION PLUS 1.8 TURBO MAN,2008,SPORTBACK  PLUS 1.8 TURBO MAN,AUTO,1
MAPFRE,141,AUDI,A3 SPORTBACK ATTRACTION PLUS 2.0 MAN,2007,SPORTBACK  PLUS 2.0 MAN,AUTO,1
MAPFRE,130,AUDI,A3 SPORTBACK ATTRACTION PLUS 2.0 TURBO MAN,2008,SPORTBACK  PLUS 2.0 TURBO MAN,AUTO,1
MAPFRE,125,AUDI,A3 SPORTBACK ATTRACTION PLUS 2.0DSG,2005,SPORTBACK  PLUS 2.0DSG,,1
MAPFRE,125,AUDI,A3 SPORTBACK ATTRACTION PLUS 2.0DSG,2006,SPORTBACK  PLUS 2.0DSG,,1
MAPFRE,122,AUDI,A3 SPORTBACK ATTRACTION PLUS STD 5P,2005,SPORTBACK  PLUS STD 5P,MANUAL,1
MAPFRE,122,AUDI,A3 SPORTBACK ATTRACTION PLUS STD 5P,2006,SPORTBACK  PLUS STD 5P,MANUAL,1
MAPFRE,123,AUDI,A3 SPORTBACK ATTRACTION PLUS TIPTRO,2005,SPORTBACK  PLUS TIPTRO,,1
MAPFRE,123,AUDI,A3 SPORTBACK ATTRACTION PLUS TIPTRO,2006,SPORTBACK  PLUS TIPTRO,,1
MAPFRE,123,AUDI,A3 SPORTBACK ATTRACTION PLUS TIPTRO,2007,SPORTBACK  PLUS TIPTRO,,1
MAPFRE,123,AUDI,A3 SPORTBACK ATTRACTION PLUS TIPTRO,2008,SPORTBACK  PLUS TIPTRO,,1
MAPFRE,123,AUDI,A3 SPORTBACK ATTRACTION PLUS TIPTRO,2009,SPORTBACK  PLUS TIPTRO,,1
MAPFRE,107,AUDI,A3 SPORTBACK ATTRACTION PLUS TM,2007,SPORTBACK  PLUS TM,AUTO,1
MAPFRE,221,AUDI,A3 SPORTBACK ATTRACTION TIPT,2005,SPORTBACK  TIPT,AUTO,1
MAPFRE,221,AUDI,A3 SPORTBACK ATTRACTION TIPT,2006,SPORTBACK  TIPT,AUTO,1
MAPFRE,268,AUDI,A3 SPORTBACK ATTRACTION TURBO,2007,SPORTBACK  TURBO,,1
MAPFRE,268,AUDI,A3 SPORTBACK ATTRACTION TURBO,2008,SPORTBACK  TURBO,,1
MAPFRE,121,AUDI,A3 SPORTBACK ATTRACTON TIPTRONIC 5P,2005,SPORTBACK ARACTON TIPTRONIC 5P,AUTO,1
MAPFRE,121,AUDI,A3 SPORTBACK ATTRACTON TIPTRONIC 5P,2006,SPORTBACK ARACTON TIPTRONIC 5P,AUTO,1
MAPFRE,121,AUDI,A3 SPORTBACK ATTRACTON TIPTRONIC 5P,2007,SPORTBACK ARACTON TIPTRONIC 5P,AUTO,1
MAPFRE,259,AUDI,A3 SPORTBACK S LINE S TRONIC,2007,SPORTBACK S LSLINE S TRONIC,AUTO,1
MAPFRE,259,AUDI,A3 SPORTBACK S LINE S TRONIC,2008,SPORTBACK S LSLINE S TRONIC,AUTO,1
MAPFRE,259,AUDI,A3 SPORTBACK S LINE S TRONIC,2009,SPORTBACK S LSLINE S TRONIC,AUTO,1
MAPFRE,142,AUDI,A3 SPORTBACK SLINE 2.0 TURBO MAN,2007,SPORTBACK SLINE 2.0 TURBO MAN,,1
MAPFRE,131,AUDI,A3 SPORTBACK SLINE 2.0 TURBO MAN,2008,SPORTBACK SLINE 2.0 TURBO MAN,,1
MAPFRE,279,AUDI,A3 SPORTBACK X ANIV TBO STD,2007,SPORTBACK X ANIV TBO STD,MANUAL,1
MAPFRE,270,AUDI,A3 SPRTBACK ATRACC PLUS TURBO,2007,SPRTBACK ATRACC PLUS TURBO,,1
MAPFRE,269,AUDI,A3 SPRTBACK ATTRAC TBO STRONIC,2007,SPRTBACK ARAC TBO STRONIC,AUTO,1
MAPFRE,269,AUDI,A3 SPRTBACK ATTRAC TBO STRONIC,2008,SPRTBACK ARAC TBO STRONIC,AUTO,1
MAPFRE,717,AUDI,A3 TBOSB ATTRACTION ED ESP STRONIC,2012,TBOSB  ED ESP STRONIC,AUTO,1
MAPFRE,717,AUDI,A3 TBOSB ATTRACTION ED ESP STRONIC,2013,TBOSB  ED ESP STRONIC,AUTO,1
MAPFRE,714,AUDI,A31.8 TBO ATTRACTION ED ESP STRONIC,2012,1.8 TBO  ED ESP STRONIC,AUTO,1
MAPFRE,714,AUDI,A31.8 TBO ATTRACTION ED ESP STRONIC,2013,1.8 TBO  ED ESP STRONIC,AUTO,1
MAPFRE,470,AUDI,A4 1.8 EDICION CORPORATIVA TURBO,2014,1.8 EDICION CORPORATIVA TURBO,,1
MAPFRE,470,AUDI,A4 1.8 EDICION CORPORATIVA TURBO,2015,1.8 EDICION CORPORATIVA TURBO,,1
MAPFRE,470,AUDI,A4 1.8 EDICION CORPORATIVA TURBO,2016,1.8 EDICION CORPORATIVA TURBO,,1
MAPFRE,759,AUDI,A4 1.8 EQUIP 1 TFSI MULTITRONIC,2013,1.8 EQUIP 1 TFSI MULTITRONIC,AUTO,1
MAPFRE,760,AUDI,A4 1.8 EQUIP 2 TFSI MULTITRONIC,2013,1.8 EQUIP 2 TFSI MULTITRONIC,AUTO,1
MAPFRE,522,AUDI,A4 1.8 SPORT LIMITED EDITI TFI MULT,2015,1.8 SPORT LIMITED EDITI TFI MULT,,1
MAPFRE,546,AUDI,A4 1.8 SPORT LIMITED EDITI TFI MULT,2016,1.8 SPORT LIMITED EDITI TFI MULT,,1
MAPFRE,761,AUDI,A4 1.8 SPORT TFSI MULTITRONIC,2013,1.8 SPORT TFSI MULTITRONIC,AUTO,1
MAPFRE,761,AUDI,A4 1.8 SPORT TFSI MULTITRONIC,2014,1.8 SPORT TFSI MULTITRONIC,AUTO,1
MAPFRE,77,AUDI,A4 1.8 TIPTRONIC LUXURY,2000,1.8 TIPTRONIC LUXURY,AUTO,1
MAPFRE,77,AUDI,A4 1.8 TIPTRONIC LUXURY,2004,1.8 TIPTRONIC LUXURY,AUTO,1
MAPFRE,145,AUDI,A4 1.8 TRENDY L4 AUT,2011,1.8 TRENDY L4 AUT,AUTO,1
MAPFRE,758,AUDI,A4 1.8 TRENDY TFSI MULTITRONIC,2013,1.8 TRENDY TFSI MULTITRONIC,AUTO,1
MAPFRE,758,AUDI,A4 1.8 TRENDY TFSI MULTITRONIC,2014,1.8 TRENDY TFSI MULTITRONIC,AUTO,1
MAPFRE,401,AUDI,A4 1.8 TURBO 100 ANOS MULTIT,2010,1.8 TURBO 100 ANOS MULTIT,,1
MAPFRE,84,AUDI,A4 1.8T 5VEL. VANGUARD PIEL,2003,1.8T 5VEL. VANGUARD PIEL,,1
MAPFRE,90,AUDI,A4 1.8T 5VEL. VANGUARD TELA,2003,1.8T 5VEL. VANGUARD TELA,,1
MAPFRE,90,AUDI,A4 1.8T 5VEL. VANGUARD TELA,2005,1.8T 5VEL. VANGUARD TELA,,1
MAPFRE,82,AUDI,A4 1.8T LE MANS TIPTRONIC QUATTRO,2002,1.8T LE MANS TIPTRONIC QUATTRO,MANUAL,1
MAPFRE,82,AUDI,A4 1.8T LE MANS TIPTRONIC QUATTRO,2003,1.8T LE MANS TIPTRONIC QUATTRO,MANUAL,1
MAPFRE,76,AUDI,A4 1.8T MULTITRONIC CONFORT,2002,1.8T MULTITRONIC CONFORT,AUTO,1
MAPFRE,76,AUDI,A4 1.8T MULTITRONIC CONFORT,2003,1.8T MULTITRONIC CONFORT,AUTO,1
MAPFRE,76,AUDI,A4 1.8T MULTITRONIC CONFORT,2004,1.8T MULTITRONIC CONFORT,AUTO,1
MAPFRE,719,AUDI,A4 1.8T TRENDY MT,2012,1.8T TRENDY MT,,1
MAPFRE,720,AUDI,A4 1.8T TRENDY MULTITRONIC,2012,1.8T TRENDY MULTITRONIC,AUTO,1
MAPFRE,403,AUDI,"A4 2,0 SD LUXURY STRONIC QUATT",2009,"2,0 SD LUXURY STRONIC QUA",AUTO,1
MAPFRE,403,AUDI,"A4 2,0 SD LUXURY STRONIC QUATT",2010,"2,0 SD LUXURY STRONIC QUA",AUTO,1
MAPFRE,403,AUDI,"A4 2,0 SD LUXURY STRONIC QUATT",2011,"2,0 SD LUXURY STRONIC QUA",AUTO,1
MAPFRE,403,AUDI,"A4 2,0 SD LUXURY STRONIC QUATT",2012,"2,0 SD LUXURY STRONIC QUA",AUTO,1
MAPFRE,404,AUDI,"A4 2,0 SD SPORT STRONIC QUATT",2010,"2,0 SD SPORT STRONIC QUA",AUTO,1
MAPFRE,404,AUDI,"A4 2,0 SD SPORT STRONIC QUATT",2011,"2,0 SD SPORT STRONIC QUA",AUTO,1
MAPFRE,404,AUDI,"A4 2,0 SD SPORT STRONIC QUATT",2012,"2,0 SD SPORT STRONIC QUA",AUTO,1
MAPFRE,468,AUDI,A4 2.0 255HP MULTITRO SPECIAL EDIT,2014,2.0 255HP MULTITRO SPECIAL EDIT,,1
MAPFRE,249,AUDI,A4 2.0 DTM,2006,2.0 DTM,MANUAL,1
MAPFRE,249,AUDI,A4 2.0 DTM,2007,2.0 DTM,MANUAL,1
MAPFRE,249,AUDI,A4 2.0 DTM,2008,2.0 DTM,MANUAL,1
MAPFRE,763,AUDI,A4 2.0 LUXURY TFSI MULTITRONIC,2013,2.0 LUXURY TFSI MULTITRONIC,AUTO,1
MAPFRE,763,AUDI,A4 2.0 LUXURY TFSI MULTITRONIC,2014,2.0 LUXURY TFSI MULTITRONIC,AUTO,1
MAPFRE,764,AUDI,A4 2.0 SPORT TFSI S TRONIC,2013,2.0 SPORT TFSI S TRONIC,AUTO,1
MAPFRE,764,AUDI,A4 2.0 SPORT TFSI S TRONIC,2014,2.0 SPORT TFSI S TRONIC,AUTO,1
MAPFRE,764,AUDI,A4 2.0 SPORT TFSI S TRONIC,2015,2.0 SPORT TFSI S TRONIC,AUTO,1
MAPFRE,764,AUDI,A4 2.0 SPORT TFSI S TRONIC,2016,2.0 SPORT TFSI S TRONIC,AUTO,1
MAPFRE,764,AUDI,A4 2.0 SPORT TFSI S TRONIC,2017,2.0 SPORT TFSI S TRONIC,AUTO,1
MAPFRE,473,AUDI,A4 2.0 TDI 177HP SPORT MULTITRONIC,2014,2.0 TDI 177HP SPORT MULTITRONIC,AUTO,1
MAPFRE,473,AUDI,A4 2.0 TDI 177HP SPORT MULTITRONIC,2015,2.0 TDI 177HP SPORT MULTITRONIC,AUTO,1
MAPFRE,473,AUDI,A4 2.0 TDI 177HP SPORT MULTITRONIC,2016,2.0 TDI 177HP SPORT MULTITRONIC,AUTO,1
MAPFRE,474,AUDI,A4 2.0 TDI 177HP TRENDY MULTITRONIC,2014,2.0 TDI 177HP TRENDY MULTITRONIC,AUTO,1
MAPFRE,474,AUDI,A4 2.0 TDI 177HP TRENDY MULTITRONIC,2015,2.0 TDI 177HP TRENDY MULTITRONIC,AUTO,1
MAPFRE,474,AUDI,A4 2.0 TDI 177HP TRENDY MULTITRONIC,2016,2.0 TDI 177HP TRENDY MULTITRONIC,AUTO,1
MAPFRE,573,AUDI,A4 2.0 TDI S TRONIC S LINE,2017,2.0 TDI S TRONIC S LSLINE,AUTO,1
MAPFRE,572,AUDI,A4 2.0 TDI S TRONIC SELECT,2017,2.0 TDI S TRONIC SELECT,AUTO,1
MAPFRE,572,AUDI,A4 2.0 TDI S TRONIC SELECT,2018,2.0 TDI S TRONIC SELECT,AUTO,1
MAPFRE,566,AUDI,A4 2.0 TFSI 225 HP CORPORA MULTITRO,2016,2.0 TFSI 225 HP CORPORA MULTITRO,,1
MAPFRE,510,AUDI,A4 2.0 TFSI 225 HP LUXURY S TRONIC,2014,2.0 TFSI 225 HP LUXURY S TRONIC,AUTO,1
MAPFRE,510,AUDI,A4 2.0 TFSI 225 HP LUXURY S TRONIC,2015,2.0 TFSI 225 HP LUXURY S TRONIC,AUTO,1
MAPFRE,510,AUDI,A4 2.0 TFSI 225 HP LUXURY S TRONIC,2016,2.0 TFSI 225 HP LUXURY S TRONIC,AUTO,1
MAPFRE,508,AUDI,A4 2.0 TFSI 225 HP TRENDY MULTITRON,2014,2.0 TFSI 225 HP TRENDY MULTITRON,,1
MAPFRE,508,AUDI,A4 2.0 TFSI 225 HP TRENDY MULTITRON,2015,2.0 TFSI 225 HP TRENDY MULTITRON,,1
MAPFRE,508,AUDI,A4 2.0 TFSI 225 HP TRENDY MULTITRON,2016,2.0 TFSI 225 HP TRENDY MULTITRON,,1
MAPFRE,518,AUDI,A4 2.0 TFSI 225HP TRENDY CORPORATE,2015,2.0 TFSI 225HP TRENDY CORPORATE,,1
MAPFRE,518,AUDI,A4 2.0 TFSI 225HP TRENDY CORPORATE,2016,2.0 TFSI 225HP TRENDY CORPORATE,,1
MAPFRE,509,AUDI,A4 2.0 TFSI 225HP TRENDY PLUS STRON,2014,2.0 TFSI 225HP TRENDY PLUS STRON,,1
MAPFRE,509,AUDI,A4 2.0 TFSI 225HP TRENDY PLUS STRON,2015,2.0 TFSI 225HP TRENDY PLUS STRON,,1
MAPFRE,509,AUDI,A4 2.0 TFSI 225HP TRENDY PLUS STRON,2016,2.0 TFSI 225HP TRENDY PLUS STRON,,1
MAPFRE,958,AUDI,A4 2.0 TFSI 252 HP SELECT S TRONIC,2017,2.0 TFSI 252 HP SELECT S TRONIC,AUTO,1
MAPFRE,762,AUDI,A4 2.0 TRENDY PLUS TFSI MULTITRONIC,2013,2.0 TRENDY PLUS TFSI MULTITRONIC,AUTO,1
MAPFRE,762,AUDI,A4 2.0 TRENDY PLUS TFSI MULTITRONIC,2014,2.0 TRENDY PLUS TFSI MULTITRONIC,AUTO,1
MAPFRE,330,AUDI,A4 2.0 TRENDY PLUS TIP QUATTRO,2008,2.0 TRENDY PLUS TIP QUATTRO,,1
MAPFRE,985,AUDI,A4 2.0T CORPORATE 190 HP STRONIC,2017,2.0T CORPORATE 190 HP STRONIC,AUTO,1
MAPFRE,344,AUDI,A4 2.0T LUXURY MULTITRONIC,2009,2.0T LUXURY MULTITRONIC,AUTO,1
MAPFRE,344,AUDI,A4 2.0T LUXURY MULTITRONIC,2010,2.0T LUXURY MULTITRONIC,AUTO,1
MAPFRE,344,AUDI,A4 2.0T LUXURY MULTITRONIC,2011,2.0T LUXURY MULTITRONIC,AUTO,1
MAPFRE,721,AUDI,A4 2.0T LUXURY MULTITRONIC,2012,2.0T LUXURY MULTITRONIC,AUTO,1
MAPFRE,569,AUDI,A4 2.0T S TRONIC DYNAMIC,2017,2.0T S TRONIC DYNAMIC,AUTO,1
MAPFRE,569,AUDI,A4 2.0T S TRONIC DYNAMIC,2018,2.0T S TRONIC DYNAMIC,AUTO,1
MAPFRE,575,AUDI,A4 2.0T S TRONIC ELITE QUATTRO,2017,2.0T S TRONIC ELITE QUATTRO,AUTO,1
MAPFRE,976,AUDI,A4 2.0T S TRONIC ELITE QUATTRO,2018,2.0T S TRONIC ELITE QUATTRO,AUTO,1
MAPFRE,571,AUDI,A4 2.0T S TRONIC S LINE,2017,2.0T S TRONIC S LSLINE,AUTO,1
MAPFRE,571,AUDI,A4 2.0T S TRONIC S LINE,2018,2.0T S TRONIC S LSLINE,AUTO,1
MAPFRE,570,AUDI,A4 2.0T S TRONIC SELECT,2017,2.0T S TRONIC SELECT,AUTO,1
MAPFRE,570,AUDI,A4 2.0T S TRONIC SELECT,2018,2.0T S TRONIC SELECT,AUTO,1
MAPFRE,576,AUDI,A4 2.0T STRONIC S LINE QUATTRO,2017,2.0T STRONIC S LSLINE QUATTRO,AUTO,1
MAPFRE,574,AUDI,A4 2.0T STRONIC SELECT QUATTRO,2017,2.0T STRONIC SELECT QUATTRO,AUTO,1
MAPFRE,722,AUDI,A4 2.0T TRENDY MULTITRONIC,2012,2.0T TRENDY MULTITRONIC,AUTO,1
MAPFRE,723,AUDI,A4 2.0T TRENDY PLUS MULTITRONIC,2012,2.0T TRENDY PLUS MULTITRONIC,AUTO,1
MAPFRE,153,AUDI,A4 2.0T VANGARD MULTITRONIC,2006,2.0T VANGARD MULTITRONIC,AUTO,1
MAPFRE,983,AUDI,A4 2.0TFSI 252HP S LINE QUATTRO,2018,2.0TFSI 252HP S LSLINE QUATTRO,,1
MAPFRE,152,AUDI,"A4 3,2 ELITE TIPTRONIC QUATTRO",2006,"3,2 ELITE TIPTRONIC QUATTRO",AUTO,1
MAPFRE,405,AUDI,"A4 3,2 SD ELITE TIPTRONIC QUAT",2010,"3,2 SD ELITE TIPTRONIC QUAT",AUTO,1
MAPFRE,405,AUDI,"A4 3,2 SD ELITE TIPTRONIC QUAT",2011,"3,2 SD ELITE TIPTRONIC QUAT",AUTO,1
MAPFRE,405,AUDI,"A4 3,2 SD ELITE TIPTRONIC QUAT",2012,"3,2 SD ELITE TIPTRONIC QUAT",AUTO,1
MAPFRE,765,AUDI,A4 3.0 ELITE TFSI S TRONIC,2013,3.0 ELITE TFSI S TRONIC,AUTO,1
MAPFRE,765,AUDI,A4 3.0 ELITE TFSI S TRONIC,2014,3.0 ELITE TFSI S TRONIC,AUTO,1
MAPFRE,766,AUDI,A4 3.0 SPORT TFSI S TRONIC,2013,3.0 SPORT TFSI S TRONIC,AUTO,1
MAPFRE,766,AUDI,A4 3.0 SPORT TFSI S TRONIC,2014,3.0 SPORT TFSI S TRONIC,AUTO,1
MAPFRE,151,AUDI,A4 3.2 ELITE AUT,2006,3.2 ELITE AUT,AUTO,1
MAPFRE,165,AUDI,A4 3.2 ELITE MULTITRONIC 255HP,2005,3.2 ELITE MULTITRONIC 255HP,AUTO,1
MAPFRE,165,AUDI,A4 3.2 ELITE MULTITRONIC 255HP,2006,3.2 ELITE MULTITRONIC 255HP,AUTO,1
MAPFRE,167,AUDI,A4 3.2 S LINE MULTITRONIC 255,2005,3.2 S LSLINE MULTITRONIC 255,AUTO,1
MAPFRE,153,AUDI,A4 3.2 SLINE SPORT AUT,2006,3.2 SLINE SPORT AUT,AUTO,1
MAPFRE,154,AUDI,A4 3.2L VANGARD MULTITRONIC,2006,3.2L VANGARD MULTITRONIC,AUTO,1
MAPFRE,155,AUDI,A4 3.2L VANGARD TIPTRONIC QTT,2006,3.2L VANGARD TIPTRONIC Q,AUTO,1
MAPFRE,169,AUDI,A4 3.2SLINE SPORT MULTITRONIC,2005,3.2SLINE SPORT MULTITRONIC,AUTO,1
MAPFRE,168,AUDI,A4 3.2SLINE TIPTRONIC QTRO 255,2005,3.2SLINE TIPTRONIC QTRO 255,AUTO,1
MAPFRE,168,AUDI,A4 3.2SLINE TIPTRONIC QTRO 255,2006,3.2SLINE TIPTRONIC QTRO 255,AUTO,1
MAPFRE,431,AUDI,A4 30 ANOS QUATTROSTRONIC 2.0T,2011,30 ANOS QUATTROSTRONIC 2.0T,AUTO,1
MAPFRE,91,AUDI,A4 CABRIO 1.8T  LTS. AUT.,2003,CABRIO 1.8T  LTS. AUT.,AUTO,1
MAPFRE,91,AUDI,A4 CABRIO 1.8T  LTS. AUT.,2004,CAB 1.8T  LTS. AUT.,AUTO,1
MAPFRE,91,AUDI,A4 CABRIO 1.8T  LTS. AUT.,2005,CAB 1.8T  LTS. AUT.,AUTO,1
MAPFRE,91,AUDI,A4 CABRIO 1.8T  LTS. AUT.,2006,CAB 1.8T  LTS. AUT.,AUTO,1
MAPFRE,91,AUDI,A4 CABRIO 1.8T LTS. AUT.,2003,A4 CABRIO 1.8T LTS. AUT.,AUTO,1
MAPFRE,91,AUDI,A4 CABRIO 1.8T LTS. AUT.,2004,CAB 1.8T LTS. AUT.,AUTO,1
MAPFRE,91,AUDI,A4 CABRIO 1.8T LTS. AUT.,2005,CAB 1.8T LTS. AUT.,AUTO,1
MAPFRE,91,AUDI,A4 CABRIO 1.8T LTS. AUT.,2006,CAB 1.8T LTS. AUT.,AUTO,1
MAPFRE,230,AUDI,A4 CABRIO ELITE MULTITRONIC2.0,2007,CAB ELITE MULTITRONIC2.0,AUTO,1
MAPFRE,230,AUDI,A4 CABRIO ELITE MULTITRONIC2.0,2008,CAB ELITE MULTITRONIC2.0,AUTO,1
MAPFRE,83,AUDI,A4 CABRIO MULTITRONIC 3.0L PIEL,2003,CABRIO MULTITRONIC 3.0L PIEL,AUTO,1
MAPFRE,83,AUDI,A4 CABRIO MULTITRONIC 3.0L PIEL,2004,CAB MULTITRONIC 3.0L PIEL,AUTO,1
MAPFRE,83,AUDI,A4 CABRIO MULTITRONIC 3.0L PIEL,2005,CAB MULTITRONIC 3.0L PIEL,AUTO,1
MAPFRE,83,AUDI,A4 CABRIO MULTITRONIC 3.0L PIEL,2006,CAB MULTITRONIC 3.0L PIEL,AUTO,1
MAPFRE,231,AUDI,A4 CABRIO SLINE MULTIRONIC 2.0,2007,CAB SLINE MULTIRONIC 2.0,AUTO,1
MAPFRE,231,AUDI,A4 CABRIO SLINE MULTIRONIC 2.0,2008,CAB SLINE MULTIRONIC 2.0,AUTO,1
MAPFRE,231,AUDI,A4 CABRIO SLINE MULTIRONIC 2.0,2009,CAB SLINE MULTIRONIC 2.0,AUTO,1
MAPFRE,51,AUDI,A4 CONFORT FRONT L4 TIPTRONIC PIEL,2001,CONFORT FRONT L4 TIPTRONIC PIEL,AUTO,1
MAPFRE,51,AUDI,A4 CONFORT FRONT L4 TIPTRONIC PIEL,2002,CONFORT FRONT L4 TIPTRONIC PIEL,AUTO,1
MAPFRE,51,AUDI,A4 CONFORT FRONT L4 TIPTRONIC PIEL,2003,CONFORT FRONT L4 TIPTRONIC PIEL,AUTO,1
MAPFRE,52,AUDI,A4 CONFORT QUATTRO STD PIEL,2001,CONFORT QUATTRO STD PIEL,MANUAL,1
MAPFRE,52,AUDI,A4 CONFORT QUATTRO STD PIEL,2002,CONFORT QUATTRO STD PIEL,MANUAL,1
MAPFRE,52,AUDI,A4 CONFORT QUATTRO STD PIEL,2003,CONFORT QUATTRO STD PIEL,MANUAL,1
MAPFRE,52,AUDI,A4 CONFORT QUATTRO STD PIEL,2004,CONFORT QUATTRO STD PIEL,MANUAL,1
MAPFRE,53,AUDI,A4 CONFORT QUATTRO TIPTRONIC PIEL,2000,CONFORT QUATTRO TIPTRONIC PIEL,AUTO,1
MAPFRE,53,AUDI,A4 CONFORT QUATTRO TIPTRONIC PIEL,2001,CONFORT QUATTRO TIPTRONIC PIEL,AUTO,1
MAPFRE,53,AUDI,A4 CONFORT QUATTRO TIPTRONIC PIEL,2002,CONFORT QUATTRO TIPTRONIC PIEL,AUTO,1
MAPFRE,53,AUDI,A4 CONFORT QUATTRO TIPTRONIC PIEL,2003,CONFORT QUATTRO TIPTRONIC PIEL,AUTO,1
MAPFRE,693,AUDI,A4 ED CORP TURBO MULTITRONIC,2011,ED CORP TURBO MULTITRONIC,AUTO,1
MAPFRE,693,AUDI,A4 ED CORP TURBO MULTITRONIC,2012,ED CORP TURBO MULTITRONIC,AUTO,1
